,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
indivisual[175],0.238,0.06,0.133,0.355,0.001,0.001,2367.0,2983.0,1.0
indivisual[176],0.73,0.224,0.349,1.145,0.006,0.005,1175.0,3404.0,1.0
indivisual[177],0.032,0.008,0.017,0.048,0.0,0.0,2055.0,4332.0,1.0
indivisual[178],0.188,0.057,0.091,0.297,0.002,0.001,1293.0,2989.0,1.01
indivisual[179],87.094,9.565,69.316,105.171,0.746,0.528,164.0,377.0,1.01
indivisual[180],11.162,1.105,9.163,13.233,0.075,0.053,214.0,910.0,1.03
indivisual[181],5.267,0.568,4.222,6.317,0.035,0.025,259.0,1177.0,1.02
indivisual[182],30.636,3.502,23.991,37.199,0.281,0.199,152.0,272.0,1.01
indivisual[183],119.56,12.63,95.525,142.74,1.085,0.769,134.0,250.0,1.01
indivisual[184],22.325,2.66,17.17,27.172,0.202,0.143,171.0,371.0,1.01
indivisual[185],5.541,0.6,4.493,6.742,0.037,0.027,252.0,1108.0,1.02
indivisual[186],22.01,2.625,17.035,26.833,0.198,0.14,173.0,376.0,1.01
indivisual[187],38.127,4.309,29.451,45.607,0.348,0.246,152.0,280.0,1.01
indivisual[188],48.409,4.693,39.142,56.719,0.316,0.223,219.0,840.0,1.03
indivisual[189],2.633,0.344,1.995,3.273,0.018,0.012,380.0,1678.0,1.01
indivisual[190],37.212,5.726,26.427,47.948,0.298,0.211,374.0,885.0,1.01
indivisual[191],19.735,2.35,15.466,24.255,0.135,0.095,301.0,1505.0,1.02
indivisual[192],15.392,1.975,11.753,19.246,0.135,0.096,210.0,499.0,1.01
indivisual[193],1.756,0.246,1.277,2.196,0.012,0.009,405.0,1709.0,1.01
indivisual[194],13.041,1.54,10.249,15.974,0.087,0.062,312.0,1409.0,1.02
indivisual[195],0.991,0.144,0.729,1.266,0.007,0.005,455.0,2011.0,1.01
indivisual[196],2.018,0.403,1.308,2.802,0.018,0.013,492.0,1776.0,1.0
indivisual[197],0.39,0.117,0.195,0.618,0.003,0.002,1306.0,2321.0,1.0
indivisual[198],3.933,0.841,2.472,5.506,0.032,0.023,677.0,1951.0,1.0
indivisual[199],4.724,0.979,3.047,6.628,0.039,0.028,635.0,1478.0,1.0
indivisual[200],3.564,0.625,2.459,4.792,0.033,0.023,351.0,1050.0,1.0
indivisual[201],0.259,0.054,0.16,0.361,0.002,0.001,1004.0,3222.0,1.01
indivisual[202],0.276,0.057,0.176,0.39,0.002,0.001,1191.0,4104.0,1.01
indivisual[203],10.007,1.693,7.119,13.412,0.064,0.045,693.0,2314.0,1.01
indivisual[204],2.735,0.635,1.654,3.957,0.022,0.015,842.0,2360.0,1.0
indivisual[205],0.193,0.042,0.12,0.275,0.001,0.001,935.0,3544.0,1.01
indivisual[206],0.971,0.23,0.554,1.405,0.009,0.006,692.0,2806.0,1.0
indivisual[207],0.775,0.191,0.427,1.119,0.007,0.005,727.0,2674.0,1.0
indivisual[208],0.731,0.156,0.443,1.024,0.005,0.003,1169.0,3616.0,1.0
indivisual[209],0.148,0.033,0.086,0.209,0.001,0.001,1493.0,3075.0,1.0
indivisual[210],0.142,0.031,0.087,0.202,0.001,0.001,1356.0,3034.0,1.0
indivisual[211],0.958,0.226,0.544,1.376,0.009,0.006,639.0,1572.0,1.0
indivisual[212],0.771,0.191,0.432,1.127,0.007,0.005,644.0,2920.0,1.0
indivisual[213],0.679,0.168,0.379,0.996,0.006,0.004,789.0,2298.0,1.0
indivisual[214],0.657,0.165,0.354,0.955,0.006,0.004,754.0,2651.0,1.0
indivisual[215],0.145,0.035,0.083,0.211,0.001,0.001,2129.0,3436.0,1.0
indivisual[216],0.163,0.04,0.092,0.242,0.001,0.001,1531.0,4331.0,1.0
indivisual[217],0.582,0.138,0.338,0.843,0.004,0.003,1596.0,3930.0,1.0
indivisual[218],0.096,0.024,0.053,0.143,0.001,0.0,2083.0,4108.0,1.0
indivisual[219],1.572,0.595,0.62,2.732,0.015,0.011,1487.0,2883.0,1.0
indivisual[220],4.503,1.272,2.274,6.899,0.036,0.025,1227.0,3055.0,1.0
indivisual[221],4.037,1.144,2.018,6.173,0.033,0.023,1176.0,2984.0,1.01
indivisual[222],0.328,0.089,0.177,0.497,0.003,0.002,929.0,3046.0,1.0
indivisual[223],2.87,0.826,1.481,4.465,0.022,0.016,1330.0,3189.0,1.0
indivisual[224],0.199,0.046,0.115,0.288,0.001,0.001,1500.0,3617.0,1.0
indivisual[225],0.17,0.047,0.084,0.259,0.002,0.001,829.0,4303.0,1.0
indivisual[226],0.06,0.016,0.032,0.09,0.0,0.0,1871.0,4107.0,1.0
indivisual[227],0.086,0.023,0.046,0.132,0.001,0.001,793.0,4127.0,1.0
indivisual[228],0.612,0.135,0.356,0.858,0.004,0.003,1384.0,4301.0,1.0
indivisual[229],9.07,2.326,4.94,13.368,0.053,0.037,1887.0,2774.0,1.0
indivisual[230],0.091,0.022,0.052,0.134,0.0,0.0,2265.0,4512.0,1.0
indivisual[231],0.026,0.007,0.014,0.039,0.0,0.0,1438.0,4549.0,1.0
indivisual[232],0.306,0.085,0.161,0.47,0.003,0.002,879.0,3980.0,1.0
indivisual[233],0.035,0.009,0.019,0.053,0.0,0.0,1779.0,3712.0,1.0
indivisual[234],0.365,0.093,0.197,0.537,0.002,0.002,1547.0,3249.0,1.0
indivisual[235],0.03,0.008,0.016,0.045,0.0,0.0,1914.0,2659.0,1.0
indivisual[236],0.028,0.008,0.015,0.042,0.0,0.0,2176.0,4457.0,1.0
indivisual[237],20.772,1.733,17.631,24.068,0.152,0.108,131.0,367.0,1.03
indivisual[238],22.936,1.929,19.505,26.617,0.166,0.118,135.0,430.0,1.03
indivisual[239],67.904,5.566,57.689,78.122,0.484,0.343,131.0,383.0,1.03
indivisual[240],11.939,1.051,10.112,14.017,0.089,0.063,138.0,444.0,1.03
indivisual[241],27.58,2.503,23.045,32.332,0.199,0.141,160.0,514.0,1.02
indivisual[242],23.943,2.056,20.098,27.664,0.176,0.124,137.0,433.0,1.03
indivisual[243],16.555,1.465,13.838,19.281,0.122,0.086,145.0,444.0,1.03
indivisual[244],27.924,2.49,23.607,32.846,0.206,0.146,146.0,441.0,1.03
indivisual[245],20.807,1.843,17.411,24.274,0.151,0.107,148.0,442.0,1.03
indivisual[246],41.763,4.644,33.039,50.54,0.355,0.251,170.0,407.0,1.01
indivisual[247],26.199,3.065,20.334,31.841,0.223,0.158,186.0,450.0,1.01
indivisual[248],34.585,3.161,28.844,40.593,0.244,0.173,166.0,596.0,1.02
indivisual[249],9.604,0.851,8.09,11.274,0.071,0.05,143.0,507.0,1.03
indivisual[250],10.577,0.962,8.833,12.354,0.073,0.051,174.0,552.0,1.02
indivisual[251],2.694,0.311,2.151,3.309,0.02,0.014,243.0,900.0,1.02
indivisual[252],70.946,10.651,51.626,90.972,0.576,0.408,346.0,868.0,1.01
indivisual[253],35.147,5.479,25.285,45.731,0.282,0.199,385.0,999.0,1.01
indivisual[254],18.275,3.029,12.804,24.252,0.147,0.104,432.0,1115.0,1.01
indivisual[255],13.876,1.652,10.857,17.053,0.096,0.068,293.0,1148.0,1.01
indivisual[256],20.239,4.978,11.563,29.713,0.157,0.111,967.0,2077.0,1.0
indivisual[257],12.305,2.169,8.653,16.743,0.1,0.071,469.0,1129.0,1.01
indivisual[258],14.701,2.494,10.235,19.412,0.117,0.083,452.0,1159.0,1.01
indivisual[259],9.054,1.681,5.976,12.155,0.076,0.054,492.0,1299.0,1.01
indivisual[260],11.093,2.918,6.091,16.669,0.092,0.065,963.0,2270.0,1.0
indivisual[261],3.157,0.584,2.1,4.237,0.027,0.019,457.0,1491.0,1.0
indivisual[262],3.597,0.637,2.391,4.783,0.031,0.022,423.0,1395.0,1.0
indivisual[263],8.233,1.539,5.521,11.178,0.067,0.047,538.0,1678.0,1.01
indivisual[264],9.132,2.444,4.942,13.92,0.074,0.052,1070.0,2297.0,1.0
indivisual[265],7.46,1.412,4.873,10.079,0.063,0.045,513.0,1360.0,1.01
indivisual[266],20.473,6.446,9.651,32.913,0.181,0.128,1163.0,1617.0,1.0
indivisual[267],7.526,2.304,3.943,11.607,0.074,0.053,986.0,1998.0,1.01
indivisual[268],0.389,0.072,0.255,0.523,0.003,0.002,775.0,2792.0,1.01
indivisual[269],2.558,0.501,1.621,3.477,0.021,0.015,539.0,2073.0,1.0
indivisual[270],9.404,1.552,6.555,12.327,0.058,0.041,735.0,2179.0,1.01
indivisual[271],6.631,1.285,4.422,9.173,0.052,0.037,610.0,1576.0,1.0
indivisual[272],7.712,2.107,3.98,11.593,0.061,0.043,1142.0,2369.0,1.0
indivisual[273],10.371,2.752,5.409,15.409,0.083,0.059,1057.0,2333.0,1.0
indivisual[274],4.738,0.97,2.99,6.559,0.038,0.027,643.0,1910.0,1.0
indivisual[275],4.995,1.458,2.574,7.833,0.04,0.028,1263.0,2506.0,1.0
indivisual[276],6.956,1.958,3.382,10.463,0.056,0.04,1128.0,1595.0,1.0
indivisual[277],3.457,0.774,2.018,4.886,0.027,0.019,806.0,2179.0,1.0
indivisual[278],0.257,0.054,0.161,0.363,0.002,0.001,1020.0,3652.0,1.01
indivisual[279],5.964,1.701,3.008,9.064,0.049,0.035,1152.0,2633.0,1.0
indivisual[280],0.361,0.068,0.241,0.492,0.002,0.002,797.0,2297.0,1.0
indivisual[281],0.819,0.21,0.44,1.212,0.007,0.005,852.0,3209.0,1.0
indivisual[282],0.019,0.005,0.009,0.029,0.0,0.0,1772.0,3276.0,1.0
indivisual[283],2.955,0.872,1.47,4.677,0.023,0.016,1397.0,3441.0,1.0
indivisual[284],0.118,0.028,0.066,0.172,0.001,0.0,1807.0,3909.0,1.0
indivisual[285],0.092,0.023,0.051,0.137,0.001,0.0,2020.0,2903.0,1.0
indivisual[286],0.076,0.02,0.039,0.114,0.0,0.0,1953.0,2879.0,1.0
indivisual[287],0.977,0.245,0.534,1.427,0.009,0.006,823.0,3473.0,1.0
indivisual[288],2.732,0.554,1.747,3.775,0.026,0.018,470.0,1933.0,1.0
indivisual[289],0.753,0.195,0.402,1.113,0.006,0.005,906.0,3104.0,1.0
indivisual[290],0.634,0.168,0.337,0.95,0.006,0.004,897.0,2467.0,1.0
indivisual[291],13.599,3.282,7.816,19.768,0.059,0.042,3020.0,5079.0,1.0
indivisual[292],3.632,1.068,1.8,5.603,0.029,0.021,1281.0,3060.0,1.0
indivisual[293],0.305,0.075,0.169,0.443,0.002,0.001,1802.0,4242.0,1.0
indivisual[294],0.486,0.114,0.276,0.694,0.003,0.002,1556.0,4078.0,1.0
indivisual[295],3.481,1.041,1.67,5.417,0.028,0.02,1297.0,2746.0,1.0
indivisual[296],37.642,3.128,31.642,43.351,0.27,0.192,133.0,404.0,1.03
indivisual[297],18.213,1.57,15.351,21.179,0.136,0.097,132.0,427.0,1.03
indivisual[298],30.413,2.49,25.863,35.123,0.222,0.157,125.0,355.0,1.03
indivisual[299],6.059,0.605,4.963,7.253,0.043,0.031,202.0,609.0,1.02
indivisual[300],8.777,0.891,7.164,10.484,0.064,0.045,197.0,700.0,1.02
indivisual[301],22.727,2.064,18.925,26.554,0.164,0.116,158.0,464.0,1.03
indivisual[302],13.427,1.219,11.195,15.779,0.095,0.067,164.0,512.0,1.03
indivisual[303],17.666,1.5,15.111,20.621,0.127,0.09,141.0,436.0,1.03
indivisual[304],47.752,5.356,37.624,57.757,0.415,0.294,165.0,451.0,1.01
indivisual[305],14.784,1.95,11.244,18.539,0.128,0.091,228.0,557.0,1.0
indivisual[306],29.492,3.492,23.285,36.186,0.258,0.183,181.0,457.0,1.01
indivisual[307],8.774,0.905,7.163,10.513,0.06,0.043,225.0,617.0,1.02
indivisual[308],23.091,2.827,17.908,28.486,0.202,0.143,195.0,427.0,1.01
indivisual[309],5.579,0.605,4.492,6.73,0.039,0.027,243.0,993.0,1.02
indivisual[310],17.163,2.204,13.15,21.329,0.151,0.107,210.0,604.0,1.01
indivisual[311],14.21,1.873,10.759,17.693,0.123,0.087,229.0,640.0,1.0
indivisual[312],6.932,0.842,5.504,8.64,0.049,0.034,308.0,1159.0,1.01
indivisual[313],6.444,0.866,4.888,8.12,0.048,0.034,322.0,1270.0,1.01
indivisual[314],11.102,1.56,8.203,14.018,0.096,0.068,257.0,734.0,1.0
indivisual[315],2.066,0.262,1.559,2.545,0.014,0.01,348.0,1130.0,1.01
indivisual[316],10.281,1.361,7.758,12.871,0.07,0.05,380.0,1266.0,1.01
indivisual[317],8.934,1.557,6.1,11.861,0.061,0.043,667.0,1962.0,1.01
indivisual[318],11.205,2.945,6.147,16.908,0.093,0.066,962.0,1958.0,1.0
indivisual[319],2.238,0.462,1.468,3.18,0.019,0.013,608.0,2109.0,1.0
indivisual[320],0.399,0.075,0.264,0.543,0.003,0.002,838.0,2326.0,1.01
indivisual[321],3.458,0.635,2.262,4.61,0.03,0.021,455.0,1535.0,1.0
indivisual[322],3.052,0.587,2.0,4.164,0.026,0.019,503.0,1664.0,1.0
indivisual[323],0.309,0.064,0.196,0.433,0.002,0.001,965.0,3455.0,1.01
indivisual[324],9.671,2.595,5.166,14.597,0.08,0.056,1042.0,2432.0,1.0
indivisual[325],1.466,0.345,0.835,2.106,0.014,0.01,635.0,2412.0,1.0
indivisual[326],2.584,0.525,1.634,3.574,0.023,0.016,546.0,1907.0,1.0
indivisual[327],1.261,0.301,0.711,1.808,0.011,0.008,716.0,2593.0,1.0
indivisual[328],2.096,0.551,1.128,3.131,0.018,0.013,990.0,2628.0,1.0
indivisual[329],0.149,0.038,0.079,0.218,0.001,0.001,1312.0,3472.0,1.0
indivisual[330],0.045,0.012,0.023,0.068,0.0,0.0,2030.0,4517.0,1.0
indivisual[331],2.251,0.702,1.1,3.661,0.018,0.013,1394.0,2770.0,1.0
indivisual[332],0.051,0.014,0.026,0.078,0.0,0.0,1553.0,3819.0,1.0
indivisual[333],0.092,0.024,0.049,0.137,0.001,0.0,1747.0,2928.0,1.0
indivisual[334],31.771,3.023,26.327,37.429,0.219,0.155,190.0,708.0,1.02
indivisual[335],12.998,1.291,10.483,15.284,0.089,0.063,212.0,737.0,1.02
indivisual[336],25.649,3.503,19.39,32.265,0.219,0.155,252.0,645.0,1.01
indivisual[337],84.441,8.399,69.426,100.543,0.575,0.407,214.0,749.0,1.02
indivisual[338],19.897,2.297,15.853,24.394,0.139,0.099,273.0,1240.0,1.02
indivisual[339],10.697,1.16,8.62,12.9,0.074,0.052,248.0,1041.0,1.02
indivisual[340],6.434,0.736,5.072,7.791,0.045,0.032,266.0,997.0,1.02
indivisual[341],6.178,0.717,4.877,7.522,0.045,0.032,251.0,1149.0,1.02
indivisual[342],21.922,2.974,16.644,27.843,0.189,0.134,242.0,571.0,1.01
indivisual[343],16.686,1.799,13.364,19.984,0.116,0.082,242.0,961.0,1.02
indivisual[344],4.516,0.518,3.596,5.514,0.031,0.022,273.0,972.0,1.02
indivisual[345],18.436,2.556,13.859,23.293,0.158,0.112,254.0,635.0,1.01
indivisual[346],3.968,0.469,3.079,4.817,0.028,0.02,291.0,1186.0,1.02
indivisual[347],3.826,0.525,2.86,4.778,0.026,0.018,413.0,1582.0,1.01
indivisual[348],11.691,1.767,8.483,15.078,0.099,0.07,315.0,817.0,1.01
indivisual[349],3.835,0.478,2.99,4.757,0.026,0.019,331.0,1238.0,1.01
indivisual[350],29.222,9.007,14.1,46.522,0.257,0.182,1134.0,1676.0,1.0
indivisual[351],0.667,0.118,0.462,0.901,0.004,0.003,740.0,1814.0,1.01
indivisual[352],2.147,0.362,1.499,2.84,0.015,0.01,604.0,2477.0,1.01
indivisual[353],20.861,5.164,11.758,30.49,0.162,0.114,969.0,1626.0,1.0
indivisual[354],2.777,0.618,1.679,3.917,0.025,0.018,608.0,1918.0,1.0
indivisual[355],6.247,1.05,4.284,8.17,0.053,0.037,390.0,1544.0,1.0
indivisual[356],2.665,0.585,1.573,3.734,0.023,0.017,636.0,2551.0,1.0
indivisual[357],2.134,0.492,1.256,3.067,0.018,0.013,735.0,2648.0,1.0
indivisual[358],6.52,1.356,4.065,9.052,0.047,0.034,831.0,3074.0,1.01
indivisual[359],11.854,3.946,5.007,19.065,0.11,0.078,1211.0,1879.0,1.0
indivisual[360],1.923,0.377,1.252,2.643,0.014,0.01,772.0,2704.0,1.01
indivisual[361],5.584,1.635,2.843,8.712,0.044,0.031,1373.0,2690.0,1.0
indivisual[362],1.205,0.317,0.656,1.818,0.011,0.008,880.0,2965.0,1.0
indivisual[363],0.04,0.012,0.019,0.061,0.0,0.0,2381.0,4082.0,1.0
indivisual[364],0.122,0.037,0.058,0.19,0.001,0.001,938.0,4107.0,1.0
indivisual[365],0.033,0.01,0.016,0.052,0.0,0.0,2271.0,3076.0,1.0
indivisual[366],84.202,9.491,66.925,101.657,0.723,0.512,169.0,400.0,1.01
indivisual[367],38.595,4.593,30.114,47.047,0.328,0.232,193.0,550.0,1.01
indivisual[368],15.291,2.104,11.421,19.205,0.129,0.091,262.0,732.0,1.0
indivisual[369],8.834,1.369,6.317,11.375,0.079,0.056,296.0,760.0,1.0
indivisual[370],6.478,1.095,4.456,8.466,0.056,0.04,377.0,1405.0,1.0
indivisual[371],12.035,1.743,8.82,15.223,0.104,0.074,274.0,794.0,1.0
indivisual[372],8.046,1.262,5.816,10.487,0.067,0.047,353.0,1152.0,1.0
indivisual[373],7.384,1.194,5.197,9.602,0.067,0.047,318.0,1039.0,1.0
indivisual[374],6.736,1.097,4.71,8.785,0.06,0.042,333.0,1063.0,1.0
indivisual[375],2.491,0.542,1.521,3.523,0.022,0.016,578.0,2550.0,1.0
indivisual[376],2.128,0.477,1.231,3.001,0.019,0.013,663.0,2277.0,1.0
indivisual[377],1.579,0.384,0.873,2.283,0.014,0.01,782.0,3545.0,1.0
indivisual[378],3.451,1.12,1.488,5.475,0.028,0.02,1471.0,2123.0,1.0
indivisual[379],0.048,0.015,0.022,0.076,0.0,0.0,2927.0,4192.0,1.0
indivisual[380],36.952,3.731,30.244,43.93,0.216,0.153,299.0,1081.0,1.01
indivisual[381],14.179,1.484,11.411,16.866,0.082,0.058,327.0,1277.0,1.01
indivisual[382],16.162,1.742,12.902,19.27,0.093,0.066,349.0,1260.0,1.01
indivisual[383],4.973,0.591,3.904,6.071,0.03,0.021,399.0,1683.0,1.01
indivisual[384],5.798,0.781,4.426,7.33,0.034,0.024,519.0,1986.0,1.01
indivisual[385],42.446,4.917,33.625,51.859,0.25,0.177,382.0,1364.0,1.01
indivisual[386],5.177,0.634,4.001,6.347,0.029,0.021,470.0,1444.0,1.01
indivisual[387],5.014,0.718,3.715,6.383,0.028,0.02,652.0,2782.0,1.01
indivisual[388],16.837,4.856,9.456,25.749,0.164,0.116,886.0,1626.0,1.01
indivisual[389],3.139,0.442,2.347,3.986,0.018,0.013,587.0,2072.0,1.0
indivisual[390],1.566,0.247,1.127,2.04,0.01,0.007,647.0,1884.0,1.0
indivisual[391],4.356,0.809,2.916,5.933,0.026,0.018,960.0,3032.0,1.0
indivisual[392],1.318,0.227,0.916,1.77,0.008,0.005,865.0,1951.0,1.0
indivisual[393],0.875,0.152,0.599,1.161,0.005,0.004,882.0,2033.0,1.0
indivisual[394],2.168,0.453,1.343,3.017,0.013,0.009,1223.0,3573.0,1.0
indivisual[395],1.853,0.382,1.161,2.548,0.011,0.008,1264.0,2877.0,1.0
indivisual[396],7.504,1.618,4.613,10.639,0.044,0.031,1371.0,3319.0,1.0
indivisual[397],1.254,0.36,0.598,1.922,0.011,0.008,1081.0,3570.0,1.0
indivisual[398],0.347,0.12,0.146,0.568,0.003,0.002,1621.0,4635.0,1.0
indivisual[399],1.088,0.321,0.54,1.723,0.009,0.007,1167.0,2211.0,1.0
indivisual[400],0.865,0.265,0.429,1.393,0.007,0.005,1405.0,4335.0,1.0
indivisual[401],0.309,0.106,0.13,0.512,0.003,0.002,1377.0,4066.0,1.0
indivisual[402],0.322,0.112,0.12,0.526,0.003,0.002,1679.0,4440.0,1.0
indivisual[403],30.294,3.018,24.421,35.675,0.187,0.133,261.0,739.0,1.02
indivisual[404],10.886,1.15,8.812,13.13,0.067,0.048,295.0,629.0,1.02
indivisual[405],45.053,6.091,33.84,56.339,0.366,0.259,268.0,684.0,1.0
indivisual[406],13.459,1.451,10.904,16.316,0.084,0.059,301.0,764.0,1.02
indivisual[407],11.09,1.354,8.639,13.645,0.068,0.048,399.0,1243.0,1.01
indivisual[408],9.27,1.209,7.103,11.65,0.058,0.041,443.0,1076.0,1.01
indivisual[409],9.07,1.057,7.051,10.993,0.057,0.04,345.0,874.0,1.01
indivisual[410],83.443,9.672,65.192,101.204,0.501,0.355,372.0,1058.0,1.01
indivisual[411],4.225,0.626,3.133,5.445,0.027,0.019,557.0,1740.0,1.01
indivisual[412],3.644,0.518,2.69,4.619,0.022,0.016,552.0,1549.0,1.01
indivisual[413],14.085,2.104,9.972,17.81,0.089,0.063,571.0,1742.0,1.01
indivisual[414],7.273,1.367,4.886,9.849,0.057,0.04,569.0,1782.0,1.0
indivisual[415],9.069,1.595,6.119,12.102,0.074,0.052,462.0,1625.0,1.0
indivisual[416],12.406,2.325,8.128,16.749,0.1,0.071,539.0,1348.0,1.0
indivisual[417],8.464,1.288,6.083,10.884,0.051,0.036,650.0,2200.0,1.01
indivisual[418],8.378,1.731,5.328,11.66,0.069,0.049,638.0,1746.0,1.0
indivisual[419],1.196,0.251,0.713,1.648,0.008,0.005,1088.0,2408.0,1.0
indivisual[420],9.13,1.853,5.645,12.529,0.076,0.054,591.0,1622.0,1.01
indivisual[421],0.688,0.131,0.461,0.951,0.004,0.003,989.0,3177.0,1.0
indivisual[422],7.088,1.525,4.402,9.979,0.059,0.041,675.0,1809.0,1.01
indivisual[423],6.707,1.468,4.036,9.409,0.057,0.041,660.0,1934.0,1.0
indivisual[424],8.54,1.744,5.529,11.96,0.069,0.049,644.0,1860.0,1.0
indivisual[425],0.736,0.148,0.475,1.02,0.005,0.003,1079.0,2281.0,1.0
indivisual[426],2.009,0.444,1.226,2.881,0.013,0.009,1272.0,2032.0,1.0
indivisual[427],5.09,1.174,2.938,7.224,0.041,0.029,836.0,2173.0,1.0
indivisual[428],0.483,0.115,0.271,0.697,0.003,0.002,1585.0,3991.0,1.0
indivisual[429],3.642,0.922,1.971,5.41,0.029,0.021,1017.0,1878.0,1.0
indivisual[430],3.622,0.897,2.012,5.294,0.03,0.021,944.0,2042.0,1.0
indivisual[431],1.886,0.5,0.956,2.787,0.016,0.012,932.0,3271.0,1.0
indivisual[432],2.547,0.693,1.316,3.873,0.022,0.015,1057.0,2082.0,1.0
indivisual[433],1.2,0.354,0.564,1.868,0.01,0.007,1296.0,3296.0,1.0
indivisual[434],0.211,0.06,0.105,0.323,0.001,0.001,1979.0,4028.0,1.0
indivisual[435],1.481,0.459,0.657,2.298,0.013,0.009,1258.0,2862.0,1.0
indivisual[436],0.759,0.253,0.319,1.233,0.006,0.004,1620.0,3915.0,1.0
indivisual[437],1.539,0.455,0.753,2.434,0.012,0.009,1417.0,3795.0,1.0
indivisual[438],0.862,0.283,0.38,1.408,0.008,0.005,1288.0,3606.0,1.0
indivisual[439],0.771,0.256,0.33,1.236,0.006,0.004,1788.0,2713.0,1.0
indivisual[440],0.802,0.26,0.353,1.31,0.007,0.005,1587.0,4984.0,1.0
indivisual[441],0.695,0.233,0.288,1.119,0.005,0.004,1951.0,3810.0,1.0
indivisual[442],0.633,0.212,0.273,1.038,0.005,0.004,1614.0,4044.0,1.0
indivisual[443],46.688,6.773,34.419,59.355,0.404,0.286,261.0,669.0,1.0
indivisual[444],20.148,3.293,14.153,26.341,0.174,0.123,333.0,919.0,1.0
indivisual[445],21.404,3.272,15.506,27.61,0.184,0.13,306.0,637.0,1.0
indivisual[446],7.137,1.379,4.525,9.657,0.06,0.043,499.0,1622.0,1.0
indivisual[447],7.094,1.376,4.653,9.721,0.063,0.044,476.0,1718.0,1.0
indivisual[448],5.491,1.204,3.372,7.804,0.05,0.035,539.0,1055.0,1.0
indivisual[449],2.285,0.607,1.159,3.377,0.022,0.016,769.0,4159.0,1.0
indivisual[450],3.795,0.912,2.141,5.499,0.032,0.023,802.0,3383.0,1.0
indivisual[451],2.365,0.645,1.226,3.596,0.021,0.015,949.0,2483.0,1.0
indivisual[452],3.01,0.743,1.597,4.332,0.027,0.019,750.0,1769.0,1.0
indivisual[453],2.643,0.698,1.42,3.982,0.022,0.015,1006.0,2475.0,1.0
indivisual[454],3.599,0.882,1.994,5.198,0.029,0.021,875.0,2925.0,1.0
indivisual[455],1.485,0.446,0.685,2.324,0.013,0.009,1054.0,2990.0,1.0
indivisual[456],1.486,0.455,0.689,2.338,0.013,0.009,1257.0,2303.0,1.0
indivisual[457],0.234,0.07,0.109,0.364,0.002,0.001,1800.0,4364.0,1.0
indivisual[458],0.759,0.274,0.287,1.268,0.007,0.005,1664.0,3075.0,1.0
indivisual[459],42.658,4.613,34.765,51.97,0.324,0.23,213.0,763.0,1.02
indivisual[460],18.413,2.132,14.442,22.278,0.13,0.092,270.0,1029.0,1.02
indivisual[461],17.376,2.126,13.611,21.458,0.134,0.095,249.0,1225.0,1.02
indivisual[462],9.589,1.161,7.532,11.815,0.073,0.052,266.0,894.0,1.02
indivisual[463],8.797,1.12,6.783,10.935,0.068,0.049,285.0,968.0,1.02
indivisual[464],9.297,1.15,7.203,11.479,0.068,0.049,298.0,1160.0,1.02
indivisual[465],6.793,0.941,5.04,8.541,0.045,0.032,441.0,1476.0,1.01
indivisual[466],10.453,1.493,7.808,13.293,0.078,0.055,372.0,1722.0,1.01
indivisual[467],7.128,0.994,5.374,9.044,0.055,0.039,343.0,964.0,1.01
indivisual[468],18.451,2.583,13.815,23.35,0.131,0.094,415.0,1638.0,1.01
indivisual[469],2.666,0.408,1.905,3.415,0.019,0.014,476.0,2093.0,1.01
indivisual[470],4.244,0.725,2.937,5.599,0.03,0.021,574.0,2501.0,1.01
indivisual[471],10.637,1.952,7.143,14.324,0.076,0.054,652.0,2034.0,1.01
indivisual[472],8.949,1.932,5.498,12.623,0.073,0.052,700.0,2063.0,1.0
indivisual[473],10.246,2.287,6.278,14.701,0.061,0.043,1373.0,4328.0,1.0
indivisual[474],2.632,0.598,1.58,3.835,0.021,0.016,816.0,2852.0,1.01
indivisual[475],0.791,0.162,0.482,1.083,0.005,0.003,1190.0,2982.0,1.0
indivisual[476],0.264,0.075,0.134,0.408,0.002,0.001,2475.0,4641.0,1.0
indivisual[477],30.817,5.351,21.038,40.969,0.248,0.176,469.0,1089.0,1.01
indivisual[478],33.126,8.229,18.558,48.712,0.246,0.174,1078.0,2291.0,1.0
indivisual[479],10.684,2.276,6.435,14.878,0.086,0.061,702.0,2173.0,1.01
indivisual[480],8.245,1.755,5.154,11.602,0.057,0.04,933.0,3318.0,1.0
indivisual[481],8.325,1.9,4.855,11.876,0.067,0.048,798.0,2165.0,1.0
indivisual[482],6.153,1.528,3.511,9.104,0.049,0.035,1037.0,1879.0,1.0
indivisual[483],3.945,1.136,1.959,6.107,0.033,0.023,1204.0,2940.0,1.0
indivisual[484],3.737,1.053,1.897,5.792,0.031,0.022,1182.0,3304.0,1.0
indivisual[485],2.631,0.827,1.218,4.193,0.02,0.014,1796.0,3576.0,1.0
indivisual[486],3.047,0.875,1.444,4.647,0.022,0.015,1604.0,3829.0,1.0
indivisual[487],2.59,0.822,1.086,4.078,0.02,0.014,1693.0,3623.0,1.0
indivisual[488],1.847,0.646,0.679,3.023,0.013,0.009,2443.0,3799.0,1.0
indivisual[489],1.962,0.679,0.806,3.269,0.015,0.011,2061.0,4065.0,1.0
indivisual[490],0.738,0.3,0.22,1.279,0.005,0.004,3352.0,4204.0,1.0
